Cognateset_ID,Language_ID,Form,Description,Source
10904,Indo-Aryan,laṅgha,<number>10904</number> *<b>laṅgha</b> ʻ leap ʼ. [√<smallcaps>laṅgh</smallcaps>],cdial
10904a,Indo-Aryan,laṅghakāra- ,"<number>10904a</number> †*<b>laṅghakāra -- </b> ʻ making a leap ʼ. [*<smallcaps>laṅgha -- , kāra</smallcaps> -- <superscript>1</superscript>]",cdial
10905,Indo-Aryan,laṅgháyati,"<number>10905</number> <b>laṅgháyati</b> ʻ leaps over ʼ MBh., ʻ transgresses ʼ Yājñ., ʻ ascends ʼ Kāv., <i>laṅghati</i> ʻ ascends ʼ Bhaṭṭ., ʻ fasts ʼ Dhātup., <i>˚tē</i> ʻ leaps over ʼ Pañcad. [√<smallcaps>laṅgh</smallcaps>]",cdial
10906,Indo-Aryan,laṅghana,"<number>10906</number> <b>laṅghana</b> n. ʻ leaping over, crossing ʼ PārGr̥., ʻ fasting ʼ Suśr. [√<smallcaps>laṅgh</smallcaps>]",cdial
10907,Indo-Aryan,lacc,"<number>10907</number> *<b>lacc</b> ʻ bend, sway ʼ. 2. *<b>lañc -- .</b> [Cf. <smallcaps>lañcā</smallcaps> -- ?]",cdial
10908,Indo-Aryan,laccha,"<number>10908</number> *<b>laccha</b> ʻ defective ʼ, [Cf. *<smallcaps>licca -- , *lucca</smallcaps> -- : see list s.v. *<smallcaps>lakka</smallcaps> -- <superscript>1</superscript>]",cdial
10911,Indo-Aryan,lajjālu,"<number>10911</number> <b>lajjālu</b> ʻ bashful ʼ Ratnāv., f. ʻ Mimosa pudica ʼ Bhpr. [<smallcaps>lajjā</smallcaps> -- ]",cdial
10912,Indo-Aryan,lajjita,<number>10912</number> <b>lajjita</b> ʻ ashamed ʼ MBh. [√<smallcaps>lajj</smallcaps>],cdial
10913,Indo-Aryan,lajjira,"<number>10913</number> *<b>lajjira</b> ʻ bashful ʼ. 2. <b>lajjirī -- ,</b> <i>lajjarī</i> -- f. ʻ the sensitive plant Mimosa pudica ʼ lex. [√<smallcaps>lajj</smallcaps>]",cdial
10914,Indo-Aryan,lañcā,"<number>10914</number> <b>lañcā</b> f. ʻ present, bribe ʼ Nīlak. [Cf. *<smallcaps>lacc -- , *lañc</smallcaps> -- ?]",cdial
10915,Indo-Aryan,lañja,<number>10915</number> <b>lañja</b><superscript>2</superscript> m. ʻ tail ʼ lex. [Cf. <smallcaps>laṅja</smallcaps> -- <superscript>3</superscript> and <smallcaps>lāṅgula</smallcaps> -- ],cdial
10915a,Indo-Aryan,láñjati,<number>10915a</number> †<b>láñjati</b> ʻ abuses ʼ Dhātup. [√<smallcaps>lañj</smallcaps>],cdial
10915b,Indo-Aryan,laṭa- ,"<number>10915b</number> <b>laṭa -- </b><superscript>1</superscript> m. ʻ one speaking like a child or a fool ʼ, <i>laṭaka</i>- m. ʻ a contemptible person ʼ lex. [Cf. <smallcaps>laṭṭa -- <superscript>1</superscript>, *laḍikka</smallcaps> -- ]",cdial
10916,Indo-Aryan,laṭati,"<number>10916</number> <b>laṭati</b> ʻ *shakes ʼ (ʻ acts like a child, prattles ʼ Dhātup. ac. to Apte), <i>laḍayati</i> (<i>laḍati</i> Apte) ʻ shakes, wags the tongue ʼ Dhātup. 2. <b>lāṭayati,</b> <i>lāḍáyati</i><superscript>1</superscript> ʻ shakes, throws ʼ Dhātup. 3. *<b>laṭyatē</b> ʻ is shaken ʼ (<i>laṭyati</i> ʻ prattles ʼ Pāṇ.gaṇa). [Also <i>laṇḍa</i>(<i>ya</i>)<i>ti</i> ʻ <i>utkṣēpaṇa -- bhāṣārthē</i> ʼ Dhātup. In sense ʻ shake ʼ ~ <smallcaps>naṭati<superscript>1</superscript>, *nāṭayati, *naṭyati</smallcaps> : cf. *<smallcaps>ullaṭati</smallcaps> ~ <i>unnaṭati</i> ʻ jumps up ʼ Pāṇ.Kāś. (cf. <i>laṭva</i> -- m. ʻ dancing boy ʼ lex., <i>laḍita</i> -- ʻ ep. of Śiva ʼ Inscr., ʻ moving hither and thither ʼ Jātak.). Prob. same as or conn. with words containing <i>laḍ</i> -- , <i>lal</i> -- meaning ʻ sporting, fondling ʼ s.v. √<smallcaps>laḍ</smallcaps><superscript>1</superscript>. In sense ʻ prattles ʼ cf. *<smallcaps>lalla -- . -- √laṭ</smallcaps>]",cdial
10919,Indo-Aryan,laṭvā,<number>10919</number> <b>laṭvā</b> f. ʻ safflower ʼ lex.,cdial
10920,Indo-Aryan,laḍ,<number>10920</number> *<b>laḍ</b><superscript>2</superscript> ʻ fight ʼ. 2. *<b>laḍḍ -- <superscript>2</superscript>.</b> 3. *<b>laḍh -- .</b>,cdial
10921,Indo-Aryan,laḍa,"<number>10921</number> *<b>laḍa</b> ʻ string, garland ʼ. [See *<smallcaps>laṭṭa</smallcaps> -- <superscript>2</superscript>]",cdial
10922,Indo-Aryan,láḍati,"<number>10922</number> <b>láḍati</b> ʻ sports ʼ Rājat. 2. <b>lāḍayati</b><superscript>2</superscript> ʻ courts ʼ, <i>˚tē</i> ʻ desires ʼ Dhātup. [Cf. <smallcaps>lálati</smallcaps> ʻ sports ʼ, <i>lālayati</i> ʻ fondles ʼ MBh. -- √<smallcaps>laḍ</smallcaps><superscript>1</superscript>]",cdial
10923,Indo-Aryan,laḍaha,"<number>10923</number> <b>laḍaha</b> ʻ lovely ʼ Kād., <i>laṭabha</i> -- Vcar., <i>laṭaha</i>- VarBr̥S.com. [√<smallcaps>laḍ</smallcaps><superscript>1</superscript>?]",cdial
10924,Indo-Aryan,laḍikka,"<number>10924</number> *<b>laḍikka</b> ʻ child ʼ. 2. *<b>laḍḍikka -- .</b> [Cf. <i>lāḍĭ̄ka</i> -- m. ʻ boy, servant ʼ lex. ʻ Defective ʼ word ~ <smallcaps>laṭa -- , laḍḍa -- , lala</smallcaps> -- . Cf. <i>láṭati</i> ʻ acts childishly ʼ, <i>laṭva</i> -- m. ʻ dancing boy ʼ. Similar formations in Mu. PMWS 114]",cdial
10925,Indo-Aryan,laḍḍ,"<number>10925</number> *<b>laḍḍ</b><superscript>1</superscript> ʻ slip, run ʼ. [~*<smallcaps>raḍḍ</smallcaps> -- ]",cdial
10927,Indo-Aryan,laḍḍu,<number>10927</number> *<b>laḍḍu</b><superscript>2</superscript> ʻ lump ʼ. 2. <b>laṇḍa -- </b><superscript>3</superscript> n. ʻ excrement ʼ BhP. [Prob. same as <smallcaps>laḍḍu</smallcaps> -- <superscript>1</superscript>: see list s.v. *<smallcaps>lakka</smallcaps> -- <superscript>2</superscript>. -- Cf. ʻ defective ʼ word -- group s.v. *<smallcaps>laṭṭa</smallcaps> -- <superscript>1</superscript>],cdial
10928,Indo-Aryan,latā,<number>10928</number> <b>latā</b><superscript>1</superscript> f. ʻ creeper ʼ Mn. 2. <b>latikā -- </b> f. ʻ slender creeper ʼ. [Cf. *<smallcaps>laṭṭa</smallcaps> -- <superscript>2</superscript>?],cdial
10929,Indo-Aryan,latā,<number>10929</number> <b>latā</b><superscript>2</superscript> f. ʻ young woman ʼ Naiṣ. [Orig. a ʻ defective ʼ word for ʻ child ʼ (cf. Si. <i>lan̆da</i> ʻ young woman ʼ &lt; *<i>landa</i> -- <superscript>1</superscript> s.v. *<smallcaps>latta</smallcaps> -- <superscript>1</superscript>) infl. by literary associations of <smallcaps>latā</smallcaps> -- <superscript>1</superscript>],cdial
10930,Indo-Aryan,latta,"<number>10930</number> *<b>latta</b><superscript>1</superscript> ʻ defective ʼ (sanskritized as <i>laktaka</i> -- n. ʻ dirty tattered cloth ʼ Suśr., <i>naktaka</i> -- n. lex.?). 2. *<b>lattara -- .</b> 3. *<b>latthara -- .</b> 4. *<b>laddhara -- .</b> 5. *<b>lanta -- .</b> 6. *<b>lantara -- .</b> 7. *<b>landa -- <superscript>1</superscript>.</b> 8. *<b>latra -- </b> (~<smallcaps>litra</smallcaps> -- ). [Cf. *<smallcaps>litta -- , *lutta -- , laṭṭa</smallcaps> -- <superscript>1</superscript>: see list s.v. *<smallcaps>lakka</smallcaps> -- <superscript>1</superscript>. -- Cf. *<smallcaps>ladda -- <superscript>1</superscript>, *landa</smallcaps> -- <superscript>2</superscript> ʻ lump ʼ]",cdial
10932,Indo-Aryan,lattānta,"<number>10932</number> *<b>lattānta</b> ʻ foot -- end ʼ. [*<smallcaps>lattā -- , ánta</smallcaps> -- ]",cdial
10933,Indo-Aryan,ladda,"<number>10933</number> *<b>ladda</b><superscript>1</superscript> ʻ lump ʼ. 2. *<b>landa -- <superscript>2</superscript>.</b> [Cf. *<smallcaps>lidda -- <superscript>3</superscript>, *lōdda -- <superscript>2</superscript>, *laḍḍu</smallcaps> -- <superscript>2</superscript>: see list s.v. *<smallcaps>lakka</smallcaps> -- <superscript>2</superscript>. -- Cf. ʻ defective ʼ word -- group s.v. *<smallcaps>latta</smallcaps> -- <superscript>1</superscript>]",cdial
10934,Indo-Aryan,lapa,<number>10934</number> *<b>lapa</b> ʻ talking ʼ. [√<smallcaps>lap</smallcaps>],cdial
10935,Indo-Aryan,lápati,<number>10935</number> <b>lápati</b> ʻ chatters ʼ MBh. [~ <smallcaps>rápati</smallcaps>: cf. <i>lāˊlapīti</i> AV. - √<smallcaps>lap</smallcaps>],cdial
10936,Indo-Aryan,lapana,<number>10936</number> <b>lapana</b> n. ʻ mouth ʼ Śiś. [~ *<smallcaps>rapaṇa -- . -- √lap</smallcaps>],cdial
10937,Indo-Aryan,lapta,<number>10937</number> *<b>lapta</b> ʻ taken ʼ. [Replaced <smallcaps>labdha -- . -- √labh</smallcaps>],cdial
10938,Indo-Aryan,laptra,"<number>10938</number> *<b>laptra</b> ʻ gains, possessions ʼ. [Replaced *<i>labdhra</i> -- , cf. <i>labdhrima</i> -- ʻ possessed ʼ Bhaṭṭ. -- √<smallcaps>labh</smallcaps>]",cdial
10942,Indo-Aryan,lappēṭṭ,<number>10942</number> *<b>lappēṭṭ</b> ʻ wrap ʼ. [√*<smallcaps>lapp</smallcaps>],cdial
10944,Indo-Aryan,lapsuda,<number>10944</number> <b>lapsuda</b> n. ʻ goat's beard ʼ KātyŚr.com. [<i>lapsudín</i>- ʻ bearded (of goats) ʼ TS.],cdial
10945,Indo-Aryan,labá,"<number>10945</number> <b>labá</b> m. ʻ quail ʼ VS., <i>lava</i> -- m. lex. 2. <b>lāba -- </b> m. ʻ the quail Perdix chinensis ʼ R., <i>˚aka</i> -- m. Suśr., <i>lāva</i> -- m. lex.",cdial
10946,Indo-Aryan,labdha,"<number>10946</number> <b>labdha</b> ʻ taken, seized ʼ MBh. (in <i>āˊlabdha</i> -- RV.). [Replaced by *<smallcaps>lapta</smallcaps> -- in Kaf. -- √<smallcaps>labh</smallcaps>]",cdial
10947,Indo-Aryan,labdhi,"<number>10947</number> <b>labdhi</b> f. ʻ gaining, profit ʼ Yājñ. [√<smallcaps>labh</smallcaps>]",cdial
10948,Indo-Aryan,lábhatē,"<number>10948</number> <b>lábhatē</b> ʻ catches, takes ʼ AitBr. (<i>lábhēt</i> AV., <i>labhati</i> MBh.) [~ <smallcaps>rábhatē. -- √labh</smallcaps>]",cdial
10949,Indo-Aryan,labhana,<number>10949</number> <b>labhana</b> n. ʻ obtaining ʼ BhP. [√<smallcaps>labh</smallcaps>],cdial
10952,Indo-Aryan,lambakarṇa,"<number>10952</number> <b>lambakarṇa</b> ʻ long -- eared ʼ MBh. [<smallcaps>lamba -- <superscript>1</superscript>, kárṇa</smallcaps> -- ]",cdial
10953,Indo-Aryan,lambatara,<number>10953</number> *<b>lambatara</b> ʻ longer ʼ. [<smallcaps>lamba</smallcaps> -- <superscript>1</superscript>],cdial
10954,Indo-Aryan,lámbatē,"<number>10954</number> <b>lámbatē</b> ʻ hangs down, loiters ʼ MBh. [~ <smallcaps>rámbatē. - √lamb</smallcaps>]",cdial
10955,Indo-Aryan,lambana,"<number>10955</number> <b>lambana</b> ʻ hanging down ʼ MBh., n. ʻ fringe, long necklace ʼ lex. [√<smallcaps>lamb</smallcaps>]",cdial
10956,Indo-Aryan,lambayati,<number>10956</number> <b>lambayati</b> ʻ causes to hang down ʼ Kathās. [→ Par. <i>lamḗw</i> -- ʻ to hang up ʼ IIFL i 269. -- √<smallcaps>lamb</smallcaps>],cdial
10957,Indo-Aryan,lambita,"<number>10957</number> <b>lambita</b> ʻ hanging down ʼ MBh., ʻ supported on ʼ R. [√<smallcaps>lamb</smallcaps>]",cdial
10958,Indo-Aryan,lambōttara,"<number>10958</number> *<b>lambōttara</b> ʻ very long ʼ. [Semant. cf. <i>dharmōttara</i> -- ʻ pre -- eminent in dharma ʼ Gaut. -- <smallcaps>lamba -- <superscript>1</superscript>, úttara</smallcaps> -- ]",cdial
10959,Indo-Aryan,lambōdara,"<number>10959</number> <b>lambōdara</b> ʻ pot -- bellied ʼ MBh., m. ʻ a name of Gaṇeśa ʼ Pañcar. [<smallcaps>lamba -- <superscript>1</superscript>, udára</smallcaps> -- ]",cdial
10960,Indo-Aryan,lambha,"<number>10960</number> <b>lambha</b> m. ʻ finding, obtaining ʼ ChUp. [√<smallcaps>labh</smallcaps>]",cdial
10961,Indo-Aryan,lambhayati,"<number>10961</number> <b>lambhayati</b> ʻ causes to get, presents ʼ MBh., ʻ gets, finds out ʼ Mn. [~ <smallcaps>rambhati<superscript>1</superscript>. -- √labh</smallcaps>]",cdial
10962,Indo-Aryan,láya,"<number>10962</number> <b>láya</b> m. ʻ absorption, disappearance ʼ Pur., ʻ destruc- tion ʼ MBh. [√<smallcaps>lī</smallcaps><superscript>2</superscript>]",cdial
10963,Indo-Aryan,layana,"<number>10963</number> <b>layana</b> ʻ *clinging ʼ. 2. n. ʻ place of rest, house, cell ʼ Śiś. [√<smallcaps>lī</smallcaps><superscript>1</superscript>]",cdial
10964,Indo-Aryan,layara,"<number>10964</number> *<b>layara</b> ʻ sail ʼ. [← Indonesian (cf. Malay <i>layar</i>) from which Pa. <i>lakāra</i> -- ʻ sail ʼ (Buddhaghosa) was false formation H. Smith BSL xxxiv 216 and C. Haebler KZ 79, 112.]",cdial
10965,Indo-Aryan,larda,"<number>10965</number> *<b>larda</b> ʻ piling up, load ʼ. [√<smallcaps>lard</smallcaps>]",cdial
10966,Indo-Aryan,lardayati,<number>10966</number> <b>lardayati</b> ʻ loads ʼ Divyāv. [√<smallcaps>lard</smallcaps>],cdial
10967,Indo-Aryan,lala,<number>10967</number> <b>lala</b> ʻ *child ʼ (ʻ sporting ʼ W.). [Cf. *<smallcaps>laḍikka</smallcaps> -- and ʻ defective ʼ words for ʻ child ʼ s.v. <smallcaps>laṭṭa -- <superscript>1</superscript>. -- √lal</smallcaps>],cdial
10968,Indo-Aryan,lálati,"<number>10968</number> <b>lálati</b> ʻ sports, dallies ʼ MBh. [√<smallcaps>lal</smallcaps>]",cdial
10969,Indo-Aryan,lalana,"<number>10969</number> <b>lalana</b> m. ʻ child ʼ Apte, <i>lalanā</i> -- f. ʻ young woman ʼ MBh. [Cf. <smallcaps>lala -- , *laḍikka -- . -- √lal</smallcaps>]",cdial
10970,Indo-Aryan,lalā́ṭa,"<number>10970</number> <b>lalāˊṭa</b> n. ʻ forehead, brow ʼ AV., <i>rarāˊṭa</i> -- VS. 2. <b>niṭāla -- </b> n. Kāv., <i>niṭala</i> -- , <i>niṭila</i> -- n. Daś. [<i>niṭā̆la</i>&lt;-&gt; (~ <i>lalāˊṭa</i> -- ) later ← Drav., Tam. <i>nutal</i>, &amp;c. DED 3069, 3118]",cdial
10971,Indo-Aryan,lalāṭapaṭṭa,"<number>10971</number> <b>lalāṭapaṭṭa</b>, <i>˚aka</i> -- m. ʻ flat surface of forehead ʼ Kād. [<smallcaps>lalāˊṭa -- , paṭṭa</smallcaps> -- <superscript>1</superscript>]",cdial
10972,Indo-Aryan,lalla,"<number>10972</number> *<b>lalla</b> ʻ inarticulate noise ʼ, 2. <b>lallara -- </b> ʻ stammering ʼ lex., <i>lalalla</i> -- Kathās.",cdial
10974,Indo-Aryan,láva,"<number>10974</number> <b>láva</b><superscript>1</superscript> ʻ that which is cut off, fleece ʼ Mn., ʻ reaping ʼ Daś., ʻ fragment, particle ʼ MBh. [~ *<smallcaps>rava -- <superscript>2</superscript>. -- √lū</smallcaps>]",cdial
10975,Indo-Aryan,lava,"<number>10975</number> *<b>lava</b><superscript>2</superscript> ʻ sickle, reaper ʼ. [Cf. <i>lavāka</i> -- m. ʻ sickle ʼ lex. -- √<smallcaps>lū</smallcaps>]",cdial
10976,Indo-Aryan,lavakāṣṭha,"<number>10976</number> *<b>lavakāṣṭha</b> ʻ wood for sickle ʼ. [*<smallcaps>lava -- <superscript>2</superscript>, kāṣṭhá</smallcaps> -- ]",cdial
10977,Indo-Aryan,lavaṅga,"<number>10977</number> <b>lavaṅga</b> m. ʻ clove tree ʼ, n. ʻ clove ʼ Kāv., <i>˚aka</i> -- n. lex.",cdial
10978,Indo-Aryan,lavaṇá,"<number>10978</number> <b>lavaṇá</b> n. ʻ salt ʼ AV., adj. ʻ salty ʼ MBh. [J. Charpentier IL ii 55 &lt; *<i>ravaṇa</i> -- . -- Rather MIA. &lt; <i>lavana</i> -- (cf. <smallcaps>láva</smallcaps> -- <superscript>1</superscript>) and <i>lūna</i> -- (cf. Pk. <i>lūṇa</i> -- ) ʻ *piece of rock -- salt ʼ (J. C. W.)]",cdial
10979,Indo-Aryan,lavaṇakara,"<number>10979</number> *<b>lavaṇakara</b> ʻ salt -- maker ʼ. 2. *<b>lavaṇakāra -- .</b> [<smallcaps>lavaṇá -- , kará</smallcaps> -- <superscript>1</superscript> or <smallcaps>kāra</smallcaps> -- <superscript>1</superscript>]",cdial
10980,Indo-Aryan,lavaṇatara,<number>10980</number> *<b>lavaṇatara</b> ʻ saltish ʼ. [<smallcaps>lavaṇá</smallcaps> -- ],cdial
10981,Indo-Aryan,lavaṇayati,<number>10981</number> <b>lavaṇayati</b> ʻ salts ʼ Pāṇ. [<smallcaps>lavaṇá</smallcaps> -- ],cdial
10982,Indo-Aryan,lavaṇākara,"<number>10982</number> <b>lavaṇākara</b> m. ʻ salt -- mine ʼ lex. [<smallcaps>lavaṇá -- , ākara</smallcaps> -- ]",cdial
10984,Indo-Aryan,lavaṇḍa,"<number>10984</number> *<b>lavaṇḍa</b> ʻ servant, boy ʼ. [Cf. Psht. <i>lawaṇḍ</i> ʻ vaga- bond, rake ʼ]",cdial
10985,Indo-Aryan,lavaṇya,"<number>10985</number> *<b>lavaṇya</b> ʻ salty, charming ʼ. [<smallcaps>lavaṇá</smallcaps> -- ]",cdial
10986,Indo-Aryan,lavati,<number>10986</number> *<b>lavati</b> ʻ reaps ʼ. [~ <smallcaps>ravatē</smallcaps>: cf. <i>lunāˊti</i> TBr. -- √<smallcaps>lū</smallcaps>],cdial
10987,Indo-Aryan,lávana,<number>10987</number> <b>lávana</b> n. ʻ reaping ʼ KātyŚr. [√<smallcaps>lū</smallcaps>],cdial
10988,Indo-Aryan,lavítra,<number>10988</number> <b>lavítra</b> n. ʻ sickle ʼ Pāṇ. [√<smallcaps>lū</smallcaps>],cdial
10989,Indo-Aryan,lavya,<number>10989</number> <b>lavya</b> ʻ to be cut off ʼ Bhaṭṭ. [√<smallcaps>lū</smallcaps>],cdial
10990,Indo-Aryan,láśuna,"<number>10990</number> <b>láśuna</b> n. ʻ garlic ʼ Gaut. 2. *<b>raśuna -- ,</b> <i>rasuna</i> -- n. lex., <i>rasōna</i> -- n. Suśr.",cdial
10993,Indo-Aryan,lásati,"<number>10993</number> <b>lásati</b><superscript>1</superscript> ʻ flashes, shines ʼ MBh., ʻ sports ʼ Chandom. [√<smallcaps>las</smallcaps><superscript>1</superscript>]",cdial
10994,Indo-Aryan,lasati,"<number>10994</number> *<b>lasati</b><superscript>2</superscript> ʻ is sticky, slips, slips down, descends ʼ. [√*<smallcaps>las</smallcaps><superscript>2</superscript>]",cdial
10995,Indo-Aryan,lasta,"<number>10995</number> *<b>lasta</b> ʻ stuck, slipped, descended ʼ. [Cf. <i>lastaka</i> -- m. ʻ middle part of a bow which is held ʼ lex.? -- √*<smallcaps>las</smallcaps><superscript>2</superscript>]",cdial
10996,Indo-Aryan,lasti,<number>10996</number> *<b>lasti</b> ʻ sticking ʼ. [√*<smallcaps>las</smallcaps><superscript>2</superscript>],cdial
10997,Indo-Aryan,lasyati,"<number>10997</number> *<b>lasyati</b> ʻ is sticky, is slippery ʼ. [√*<smallcaps>las</smallcaps><superscript>2</superscript>]",cdial
10998,Indo-Aryan,lassī,<number>10998</number> *<b>lassī</b> ʻ buttermilk ʼ.,cdial
10999,Indo-Aryan,laharĭ̄,<number>10999</number> <b>laharĭ̄</b> f. ʻ large wave ʼ Kāv. 2. *<b>lahaḍi -- .</b>,cdial
11000,Indo-Aryan,lākkuṭa,<number>11000</number> *<b>lākkuṭa</b> ʻ wooden ʼ. [*<smallcaps>lakkuṭa</smallcaps> -- s.v. <smallcaps>lakuṭa</smallcaps> -- ],cdial
11001,Indo-Aryan,lākṣakara,"<number>11001</number> *<b>lākṣakara</b> ʻ lac -- worker ʼ. 2. *<b>lākṣakārin -- .</b> [<smallcaps>lāksāˊ -- , kará</smallcaps> -- <superscript>1</superscript> and <smallcaps>kārin</smallcaps> -- ]",cdial
11002,Indo-Aryan,lākṣā́,"<number>11002</number> <b>lākṣāˊ</b> ʻ a partic. plant ʼ AV., ʻ lac, red dye ʼ Mn., <i>rākṣāˊ</i> -- ʻ lac ʼ lex. [Cf. <smallcaps>alakta</smallcaps> -- ]",cdial
11003,Indo-Aryan,lākṣiká,<number>11003</number> <b>lākṣiká</b> ʻ dyed with lac ʼ lex. 2. *<b>lākṣaka -- </b> ʻ red ʼ. [<smallcaps>lākṣāˊ</smallcaps> -- ],cdial
11004,Indo-Aryan,lāgáyati,"<number>11004</number> <b>lāgáyati</b> ʻ lays on ʼ (ʻ <i>āsādanē</i> ʼ Dhātup., <i>saṁlāgayati</i> KātyŚr.com.). [√<smallcaps>lag</smallcaps>].",cdial
11005,Indo-Aryan,lāgyatē,<number>11005</number> *<b>lāgyatē</b> ʻ is set on ʼ. [Pass. of <smallcaps>lāgáyati. -- √lag</smallcaps>],cdial
11006,Indo-Aryan,lā́ṅgala,<number>11006</number> <b>lāˊṅgala</b> n. ʻ plough ʼ RV. [→ Ir. dial of Lar in South Persia <i>liṅgṓr</i> ʻ plough ʼ Morgenstierne. -- Initial <i>n</i> -- in all Drav. forms (DED 2368); PMWS 127 derives both IA. and Drav. words from Mu. sources],cdial
11007,Indo-Aryan,lāṅgalikā,"<number>11007</number> <b>lāṅgalikā</b> f. ʻ the aquatic plant Jussiaea repens, Methonia superba ʼ, <i>lāṇgalinī</i> -- f. ʻ M. superba ʼ lex.",cdial
11008,Indo-Aryan,lāṅgalin,"<number>11008</number> <b>lāṅgalin</b> ʻ furnished with a plough ʼ MBh., <i>lāṅgalika</i>- ʻ relating to a plough ʼ lex. [<smallcaps>lāˊṅgala</smallcaps> -- ]",cdial
11009,Indo-Aryan,lāṅgūlá,"<number>11009</number> <b>lāṅgūlá</b> (<i>lāṅgula</i> -- Pañcat., <i>laṅgula</i> -- lex.) n. ʻ tail ʼ ŚāṅkhŚr., adj. ʻ having a tail ʼ MBh., ʻ penis ʼ lex. 2. *<b>lāṅguṭa -- .</b> 3. *<b>lāṅguṭṭa -- .</b> 4. *<b>lāṅguṭṭha -- .</b> 5. *<b>lēṅgula -- .</b> 6. *<b>lēṅguṭṭa -- .</b> [Cf. <smallcaps>lañja</smallcaps> -- <superscript>2</superscript>. -- Variety of form attests non -- Aryan origin: PMWS 112 (with <i>lakuṭa</i> -- ) ← Mu., J. Przyluski BSL 73, 119 ← Austro&lt;-&gt; <? >as.]",cdial
11011,Indo-Aryan,lājá,<number>11011</number> <b>lājá</b> m. ʻ fried or parched grain ʼ VS.,cdial
11014,Indo-Aryan,lāpa,<number>11014</number> <b>lāpa</b> m. ʻ talking ʼ W. [√<smallcaps>lap</smallcaps>],cdial
11015,Indo-Aryan,lāpana,<number>11015</number> *<b>lāpana</b> ʻ talking ʼ. [√<smallcaps>lap</smallcaps>],cdial
11016,Indo-Aryan,lāpayati,<number>11016</number> <b>lāpayati</b><superscript>1</superscript> ʻ causes to talk ʼ ChUp. [√<smallcaps>lap</smallcaps>],cdial
11017,Indo-Aryan,lāpayati,<number>11017</number> *<b>lāpayati</b><superscript>2</superscript> ʻ causes to cling or settle on ʼ. [√<smallcaps>lī</smallcaps><superscript>1</superscript>],cdial
11018,Indo-Aryan,lābha,"<number>11018</number> <b>lābha</b> m. ʻ finding, profit ʼ Mn. [√<smallcaps>labh</smallcaps>]",cdial
11020,Indo-Aryan,lābhayati,<number>11020</number> *<b>lābhayati</b> ʻ causes to be taken ʼ. [√<smallcaps>labh</smallcaps>],cdial
11021,Indo-Aryan,lāma,"<number>11021</number> *<b>lāma</b> ʻ defective ʼ. [Cf. <i>rāmá</i> -- ʻ dark, black ʼ AV., <i>rāmāˊ</i> -- f. ʻ a dark woman ʼ TS. -- See list s.v. *<smallcaps>lakka</smallcaps> -- <superscript>1</superscript>]",cdial
11022,Indo-Aryan,lāmbyā,<number>11022</number> *<b>lāmbyā</b> ʻ length ʼ. [<smallcaps>lamba</smallcaps> -- <superscript>1</superscript>],cdial
11023,Indo-Aryan,lāyayati,<number>11023</number> *<b>lāyayati</b> ʻ causes to cling together ʼ. [√<smallcaps>lī</smallcaps><superscript>1</superscript>],cdial
11024,Indo-Aryan,lārā,"<number>11024</number> *<b>lārā</b> ʻ string, line ʼ.",cdial
11025,Indo-Aryan,lālana,<number>11025</number> <b>lālana</b> n. ʻ caressing ʼ BhP. [√<smallcaps>lal</smallcaps>],cdial
11026,Indo-Aryan,lālasa,"<number>11026</number> <b>lālasa</b> ʻ eagerly longing for ʼ MBh., m. ʻ eager desire ʼ, <i>˚sā</i> -- f. lex. [√<smallcaps>las</smallcaps><superscript>1</superscript>]",cdial
11027,Indo-Aryan,lālā,"<number>11027</number> <b>lālā</b><superscript>1</superscript> f. ʻ spittle, saliva ʼ Suśr.",cdial
11028,Indo-Aryan,lālā,"<number>11028</number> *<b>lālā</b><superscript>2</superscript> ʻ tongue of bell ʼ. [Cf. <i>lalati</i> ʻ lolls, wags (of tongue) ʼ Kathās.]",cdial
11029,Indo-Aryan,lālitya,<number>11029</number> <b>lālitya</b> n. ʻ amorousness ʼ Kāv. [<i>lalita</i> -- ʻ amorous ʼ Kāv. -- √<smallcaps>lal</smallcaps>],cdial
11030,Indo-Aryan,lālya,<number>11030</number> <b>lālya</b> ʻ to be caressed ʼ Hit. [√<smallcaps>lal</smallcaps>],cdial
11031,Indo-Aryan,lāva,"<number>11031</number> <b>lāva</b> m. ʻ reaping, cutting ʼ Kāv. [→ Psht. <i>lau</i> ʻ reaping ʼ EVP 36. -- √<smallcaps>lū</smallcaps>]",cdial
11032,Indo-Aryan,lāvaka,<number>11032</number> <b>lāvaka</b> m. ʻ reaper ʼ MārkP. [√<smallcaps>lū</smallcaps>],cdial
11033,Indo-Aryan,lā́vaṇika,<number>11033</number> <b>lāˊvaṇika</b> ʻ dealing in salt ʼ Śiś. [<smallcaps>lavaṇá</smallcaps> -- ],cdial
11034,Indo-Aryan,lā́vaṇya,"<number>11034</number> <b>lāˊvaṇya</b> n. ʻ saltness ʼ Amar., ʻ loveliness ʼ Kāv. [<smallcaps>lavaṇá</smallcaps> -- ]",cdial
11035,Indo-Aryan,lāvana,"<number>11035</number> *<b>lāvana</b> ʻ reaping ʼ. [Cf. <i>lāvayati</i> ʻ causes to be cut ʼ Gr., Pa. <i>lāvēti</i>, Pk. ger. <i>lāiavva</i> -- . -- √<smallcaps>lū</smallcaps>]",cdial
